-r5aq7vjN6lMFDZ4XYErkQ	-115.093689	36.115372	"Italian"
-RnHetpjoz1mKVNMHfh1qQ	-115.172951	36.115395	"Seafood"
-RWF1l9kbp2woe3xoQYeVA	-115.278458	36.135529	"Sandwiches"
-r_4cKz_A8tj_SkiOL50yQ	-115.232529	36.159515	"Tapas Bars"
-s9Vc4QS91I4DUfR9V4VgA	-115.103012	36.100975	"American (Traditional)"
-SNpLwJNup8N96yq7sBJyw	-115.194427	36.125889	"Thai"
-sV52FN-D-I808tyRPEvwg	-115.209686	36.10022	"Pizza"
-tCiAYMimz6yQaaXiK7e6Q	-115.129364	36.086334	"American (Traditional)"
-tsCj7HZ1TT548bcz8U3ZQ	-115.195259	36.038773	"Barbeque"
-U05UXvQJ1BjTEP1Hj9N-w	-115.10849	36.001709	"Fast Food"
-u0m2QhmIUYJU22psWo46Q	-115.174133	36.109634	"Breakfast & Brunch"
-uC5hF_5c-bCP5vcNOxNOw	-115.207878	36.032696	"Japanese"
-VjfykG3poz1uMwNGLgKfA	-115.101585	35.993778	"Breakfast & Brunch"
-wCSqZ_VFDm7M5A2-quWFA	-115.162132	36.230862	"Chinese"
-ypSXxstO11bNUl2Lhf5KQ	-115.07592	36.124893	"American (Traditional)"
-zIIYtZMuFPBXI22kL0KXg	-115.136391	36.174999	"Hot Dogs"
-ZMC5MmolT4JqxFsQRUz_Q	-115.153992	36.153149	"Latin American"
-ZTR_3FFPdFCV9l_Fq_OUA	-115.133591	36.115524	"Pizza"
00LMJtMir-rfTDOIKFA_jg	-115.192993	36.114437	"Burgers"
014pkZADThO2BoXFa1tuKg	-115.289948	36.175228	"Breakfast & Brunch"
04SHVStCJ-517oUBKEBjfQ	-114.98056	36.039146	"Mexican"
05fTEsjUPVo5jks8PpNKCQ	-115.177116	36.131981	"Burgers"
05mevjkhgVuifPMiD3fVXA	-115.179466	36.263359	"Barbeque"
05tazaFQt1EnQ_Gk_1AFyg	-115.173523	36.103088	"Irish"
06NjrKnpuwCWQQfKpt4tvQ	-115.157478	36.204472	"Seafood"
07bUAD_qnrJAXvJou_ls4g	-115.302719	36.144875	"Tapas\/Small Plates"
07kcENxFQxwVWYiZ5fqlOg	-115.197075	36.125488	"Chinese"
085Y4PZ5Ezvh6SCRzxYF0g	-115.274719	36.129868	"Pizza"
08ke0Orbu5x3mYZPgMadaw	-115.206902	36.07251	"Thai"
098lYL3ZpOayRvk7MbwyLg	-115.256805	36.195629	"Japanese"
0ACVidzreTcv88AHqWXqNA	-115.067451	36.15873	"Sandwiches"
0aV8mzabKSFylfi0NQGqlQ	-115.127563	36.158455	"Mexican"
0AzoCP_nz0hv0-BpXLxq_A	-115.141808	36.30003	"American (Traditional)"
0bttFaka7LluACdqu_BFlA	-115.152107	36.107193	"Vietnamese"
0D-b8L0yFcNEi9k5mkoXiw	-115.046684	36.025402	"Sandwiches"
0eGGV3yyJT4joipvaoYrkw	-115.108238	36.130394	"Latin American"
0Em690KhL9M-WqwdWlPRfA	-115.205872	36.194515	"Chinese"
0enMncxkQZB0-rHnoFMGLg	-115.203827	35.998665	"Burgers"
0EZ3j0POS4FC5zYjUDU4Cg	-115.296532	36.102016	"Japanese"
0FfB4c7KABDCFITS4rPY_Q	-115.241135	36.115185	"Barbeque"
0FmQpDFbWRIPHYBInCTwlg	-115.079178	36.158546	"Fast Food"
0GCpesRgXSVluFoB2otXlA	-115.119675	36.081661	"Delis"
0gsYv0BRBxd5wDYDsB9wDw	-115.301132	36.146095	"Fast Food"
0H7ewZ656xM0bulSMowWtQ	-115.296532	36.102016	"Gastropubs"
0hej0FRXraL5BNUKWhY_8w	-115.224327	36.066872	"Tex-Mex"
0i0PwU8lpj4evYKQogWxcA	-115.169609	36.121452	"Gastropubs"
0IJWOuv6BT3HYo2V-SttcA	-115.241875	36.116131	"Pizza"
0ik871AZ59p77xpkA0RwSA	-115.207123	36.100349	"Fast Food"
0IV5L36XeQShzWiUhom9bQ	-115.135399	36.04166	"Mediterranean"
0iZBk8n6Do6-488w9qCnYg	-115.224426	36.113098	"Szechuan"
0jETMJNxaeKAlE_Ts0lruQ	-115.099228	36.115154	"Pizza"
0JhjsUzRz98dhAUr5o2DCw	-115.046555	36.065655	"American (Traditional)"
0jidz95lm_uJomdgCGo2Hg	-115.205635	36.032925	"American (Traditional)"
0jkZZRywo3wlmZcuCFbSEg	-115.12722	36.158867	"Mexican"
0jLy2J-6omAKhBDzrNHj9g	-115.139954	36.086685	"Mexican"
0jq5ZFLRqAAujEuymdPu4g	-115.173592	36.107113	"Japanese"
0l028v-NfBCDW2sVkfqDRQ	-115.18644	36.118698	"Japanese"
0lQDOFqEVB1LQhkS2kN1RA	-115.225456	36.217129	"Breakfast & Brunch"
0mkT21dY_X5y8SM2MVul5A	-115.244736	36.052879	"Mexican"
0mPrp8m_caTxdSGfIxNtTw	-115.177185	36.068264	"Seafood"
0NHoELbgXkqIoG8lWo0AtQ	-115.145645	36.124844	"Italian"
0oz45sNYYP2LKKBjNTD2yA	-115.242859	36.072376	"Sandwiches"
0QI1fVQ3dYUws2DZhBGDpQ	-115.262711	36.218452	"Sandwiches"
0QtGVVXoDnKJxPA0v2yckA	-115.291451	36.175812	"Breakfast & Brunch"
0rBgNB2FKdIEKgNtiRa6Xw	-115.306526	36.191051	"Breakfast & Brunch"
0sGv8StC2mq49VeqevMiQQ	-115.133591	36.115524	"Pizza"
0sXYr-llEjeeyHH9dwDpjg	-115.291283	36.16885	"Steakhouses"
0TdIt2d4hO46P_7E4wju-A	-115.09964	36.10146	"Latin American"
0u-2V1M8kHECtYCYHsarXQ	-115.108505	36.129608	"Filipino"
0U2RQ6U_9C8xczDHs6CDoA	-115.041687	36.067253	"Fast Food"
0ug7k83UJlOOkiFMcLWjNQ	-115.279381	36.053368	"Sushi Bars"
0vMCZfuJa5Yfnri9KlQE7w	-115.206184	36.170498	"Sandwiches"
0vtnR5YzOOoOwg7Ot9tXVg	-115.242645	36.112675	"Mexican"
0vxxZSVaCDuRXIiqeZbE4g	-115.280167	36.299698	"Sandwiches"
0VYUal2MQs4VlUVgPYGaNg	-115.046165	36.055508	"Chinese"
0w46K_07XbKvCMe8qV6Qow	-115.155754	36.165234	"Chinese"
0w5esOmdWtoknKhJjqbEwg	-115.172997	36.128212	"Fast Food"
0wP1vwgpnRo45coN4G7XZA	-115.119667	36.115116	"Fast Food"
0Wu4-E2NKM-H8Yt7zZ-cxw	-115.25779	36.197235	"Hot Dogs"
0x4NXJFSQRRUNONxINTjWQ	-115.15126	36.108898	"Pizza"
0xSf8B4DBEk8ecV7YYXVUw	-115.14637	36.124424	"Seafood"
0yyEeK2heCFAwI8vqp-d9Q	-115.206848	36.114822	"Russian"
0Z1hji18LaNW3Me21oC96g	-115.2416	36.194481	"Steakhouses"
0ZkFx-kMwyRFOtgrqbBVGA	-115.153305	36.01215	"American (Traditional)"
10GBdcrKBSL1QFnkXWjfjQ	-115.30983	36.183361	"Sandwiches"
10kKkojqQmjYfFRtfLQLpg	-115.045723	36.060867	"Fast Food"
10Srj1qZfB9CsVAwef9_dQ	-115.27845	36.130943	"Kosher"
10UcN8MF1kQiyTJAfHKvfQ	-115.187813	36.145672	"Delis"
131oUL1FGLOg0AxbBxCtzg	-115.136391	36.174999	"Mediterranean"
15JT2xhzP_R96mT6rK882A	-115.145851	36.17115	"American (New)"
15srJBiBZBt0iKsWSABwRg	-115.323807	36.218441	"Japanese"
17FKJgS11HppOf00qXKEqA	-115.117188	36.028934	"Vietnamese"
1ahZv3c-sVaTxjKn5dePmg	-115.194481	36.126213	"Pizza"
1bJjWGYip-V2PGj4VIwbiQ	-115.167877	36.114761	"Italian"
1CaDfssfTHQAcm_U6QgldQ	-115.175301	36.105007	"Chicken Wings"
1dAA6vT55o35XZT3DV4hSA	-115.18013	36.275532	"Pizza"
1dk07edqr5_7goS6AnXAjw	-115.2799	36.198063	"Pizza"
1dnarzaw3bwFrK38hldi_Q	-115.138023	36.089493	"Mexican"
1e3fhhmJYjYDLTlZc30eZw	-115.118477	36.015137	"Japanese"
1EF9J1TGjxX5gXB3U8hjvA	-115.173576	36.102669	"Seafood"
1Fupq7erFi4uqC_gd9ypQg	-115.118683	36.016579	"Thai"
1FZpgQ0yWA7NqKdj2PMFGQ	-115.168358	36.127033	"Sandwiches"
1GGX0LW19kIPoEBgwd65lg	-115.137253	36.10342	"Japanese"
1GYjuEYlbaQzEaCBKGirJg	-115.250908	36.196281	"Delis"
1IV0_7A_CIhc7P_lHezqZQ	-115.008804	36.034096	"Breakfast & Brunch"
1Ix_kSqJLhkRcNuYCfl1yA	-114.963959	36.011528	"Pizza"
1jmSAp3ZTTUJ4idPrARfkw	-115.075798	36.0397	"American (Traditional)"
1kVg1hADY5MUGMYuuHRJSw	-115.047813	36.020607	"Chicken Wings"
1l-ZJusyBO9R4AN7PrqLBA	-115.225647	36.116177	"Barbeque"
1ldDbggHHgPlj3k0SpBTKQ	-115.196991	36.126377	"Barbeque"
1lG_Cf7fX2QWDrsRxU2iFA	-115.243637	36.071842	"Chinese"
1lqT4TrvR-EJAXc4Zr3cjA	-115.152092	36.108803	"American (Traditional)"
1LVq-vrSkNSD0EIIBLnlSw	-115.262367	36.116547	"Chinese"
1mdFPa5DNCwhM7QGfypuyA	-115.211624	36.171185	"French"
1MJ5xmHmeCiau07X2bQyUQ	-115.223145	36.125687	"Chinese"
1MMztCZKPtw9DoCVflfZFg	-115.118385	36.015835	"Pizza"
1MRWXUsIvKNwt5SdLxqhZA	-115.192627	36.12645	"Chinese"
1MV1NiYK-AbmEwRGR8n1pQ	-115.172363	36.103172	"Mexican"
1nO6ffHEwZYFBzEsyw1w7w	-115.177002	36.111992	"Steakhouses"
1Oh57HwQVVEEjtHGOtqD-w	-115.136391	36.174999	"Mexican"
1ONHtBx7aAU4Gsr_jx-pGg	-115.176842	36.068779	"Pizza"
1pIbXL3IyXFmKqQFv-g-dA	-115.259621	36.218525	"Pizza"
1pKk2TSQmBqcTAIuSQXbAQ	-115.292397	36.144344	"Japanese"
1PQNIw4DgWTy_18cH5hVCA	-115.244095	36.161102	"Chinese"
1PSXa1NyhW21P-iTgEs1uw	-115.059006	36.172085	"Chicken Wings"
1qTt_LcXVJ6b_5OXvnDLTg	-115.144913	36.121559	"Mediterranean"
1rjOg5oc2Mic0ssqj2ex7A	-115.115242	36.157276	"Mexican"
1rtF6-YwKFFjtpB22FH12Q	-115.101639	36.099678	"Sandwiches"
1RtT0JMZZDMcEKjLSypbDA	-115.314552	36.128429	"Sandwiches"
1syMfUAu8so1wjntLW8Y8Q	-115.243423	36.158348	"Delis"
1T1hQpU4kbukSLoz947BWQ	-115.091728	36.114456	"Mediterranean"
1T8lWWpdStstF6qVPdPTMQ	-115.150688	36.088383	"Pizza"
1TsUj0DVJ0y_bTTdmphmvw	-115.137085	36.106686	"Mexican"
1u0JcvPFQz9TIYrT1GnEhw	-115.150948	36.109024	"Burgers"
1U1GRksKXF7q8FKcW0e5VQ	-115.174057	36.107925	"Steakhouses"
1uEOxmsgI2zba8kLSrFDpA	-115.14917	36.057529	"Sandwiches"
1uhipArheEVbwWyoAbKAGg	-115.215836	36.221004	"American (Traditional)"
1Vaz1OBQGj7xiCxIBuQIvA	-115.178413	36.06958	"Mediterranean"
1vqqS1t_dfzhpc-Dx5ZXIA	-115.065857	36.12883	"Fast Food"
1W-Rb4ZIs3JA2kRKyZ8O9w	-115.13736	36.108425	"Pizza"
1w6MG5GovUAAoNk92M_vcQ	-115.230415	36.257675	"Tapas\/Small Plates"
1we3mDehB1V7IYX9hIoeTQ	-115.192421	36.116035	"Steakhouses"
1WtO5bEz8p3STXjp2CMmqw	-115.223625	36.188808	"Mexican"
1xZbo0U7inuNHjx1bElwdg	-115.137085	36.120541	"Breakfast & Brunch"
1Yt0N8g7d8Jz3ASnm3Bm0g	-115.208183	36.149048	"Middle Eastern"
1yx2zLskVTe5WQdYjL2Apw	-115.201637	36.144394	"Burgers"
1yxoQFeyux1Ig3qqCWKzGA	-115.047806	36.145275	"Mexican"
1z5PwfS-ys-yvuG4HBO6mA	-115.138596	36.16909	"American (Traditional)"
1ZCX18x3LgCNAH4H41QZ-Q	-115.087822	36.018448	"Burgers"
1zgwmE26LtJH5C1mD6MQpw	-115.243149	36.146893	"Sandwiches"
1Zj3JOukVxyU2kq4Vhju9A	-115.175896	36.093586	"American (New)"
1zXOyqvXGIf-S7vUhNk0pg	-115.149765	36.124012	"Mexican"
1ZyWPSnj0wZmZ8SogGrWMA	-115.021233	36.278969	"American (Traditional)"
1_tzgIokeCFWkeLpPzMFqw	-115.208389	36.116768	"Burgers"
1_UbvYpj7N-jE2VYICPl2Q	-115.306282	36.114822	"Mexican"
2-XO3LwWdpm-_xOUHSAqGQ	-115.207565	36.099033	"Chinese"
21kk-zEVnyB6AhvX_86eJA	-115.045074	36.068241	"Fast Food"
21ZKuOC0o8vZglDeR41QLQ	-115.269882	36.283501	"Breakfast & Brunch"
22xuKtFKYUXhTbIjkxGFQw	-115.160362	36.133114	"Ethiopian"
231MA8w0WQUzxvQlOcnd8A	-115.138023	36.089493	"American (Traditional)"
23patzw6J1X6t9EkgHUnAQ	-115.100967	35.994717	"Tex-Mex"
23SJEjfyU5gxY2chAKhgcw	-115.216316	36.143684	"Dim Sum"
24Pyg1ywhjaJDaE9v2tWFQ	-115.224335	36.060425	"Mexican"
25fxw_jOqZtJwl18cCarIA	-115.292824	36.15979	"American (New)"
27ADmOieSUZfbiU15als7w	-115.119087	36.021118	"Sushi Bars"
29yXAAprOq0_Jrv8hYp-6g	-115.147903	36.114986	"Sandwiches"
29ZKSrOXaZ9VydCqRw1GLQ	-115.106071	36.220592	"Latin American"
2a4OsAIvlWifELjogNPT1Q	-115.172882	36.093529	"Burgers"
2AB_43WAw7cNvMcm-QEliw	-115.307587	36.114555	"Sushi Bars"
2APLRFL-VCJwZkB-WQe-eA	-115.132591	36.129543	"Steakhouses"
2aPUKhKCgNZA67hfccsIFg	-115.136391	36.174999	"Chinese"
2ar68zdqndeXe3mTO0ZZRQ	-115.06562	36.100555	"Mexican"
2BsEO4TZwg12dOl-FGijsQ	-115.156891	36.109459	"American (New)"
2Dbg35sPSGmZGcbBVNa9dA	-115.19046	36.126148	"Thai"
2dioqPw6txEgB397frYg-A	-115.172043	36.106541	"Indian"
2DT4Lxjyt3F1ZJt8Mt0o4Q	-115.13678	36.098705	"African"
2DyskKhwjZVF560JeFUz-Q	-115.261086	36.11356	"Latin American"
2e2e7WgqU1BnpxmQL5jbfw	-115.172592	36.109207	"Sandwiches"
2esaf92IHzLd1qzEIL_cPQ	-115.262161	36.143303	"Delis"
2f7TvlG5zcuMCHcQjxqS6A	-115.311501	36.158897	"Pizza"
2f8o3-FRnq3rwmstUCOZ7A	-115.171173	36.123714	"Breakfast & Brunch"
2Fn5-x5IX7CfhCKFYaZGyA	-115.287727	36.290314	"Mediterranean"
2FurIZ1RmC9HndCQJAZJKA	-115.213264	36.217617	"Fast Food"
2gWBfd2t7ta7lBaNZPfX5Q	-115.296738	36.093624	"Italian"
2hamzyOZt6urf6pFnf2u6g	-115.242981	36.198784	"American (Traditional)"
2Hh2SOWvp5IkAAO4PQ0n2Q	-115.23246	36.1959	"American (Traditional)"
2HrxDnhtVoG3B9A7mXfOXg	-115.046684	36.025402	"Spanish"
2jh1-DuB1L5t8pd1vXutgw	-115.284218	36.158756	"American (Traditional)"
2Ju9HrZA8DcV2iEzhUfhnw	-115.173012	36.128208	"Fast Food"
2K9eURgPlFoL2KJkxk5NaQ	-115.0411	36.056301	"Tex-Mex"
2KiYFngbDrm5CuIxtg7baQ	-115.226364	36.143147	"Latin American"
2l4UTdi_F9zVZ1Kv4Fj-zQ	-115.253624	36.143082	"Lebanese"
2lCxj6koowOOZ2pCdDUtZQ	-115.077469	36.070484	"Burgers"
2lF_8RZRBd9STfk_QwAtmg	-115.200645	36.115417	"Japanese"
2lL9IlU3p1Vt6skh5-Sc8w	-115.177635	36.276222	"Sushi Bars"
2mKC1oXdGCl2w8SAZK8fjw	-115.16713	36.106972	"Delis"
2MmMDll1ZGouFtz_87X5RQ	-115.083702	36.055042	"American (New)"
2MY2YOCvReXGpXxtN0_a3A	-115.037086	36.062363	"Mediterranean"
2nsOrLJ143O9l1eREnb0ug	-115.101776	36.115429	"Fast Food"
2oBD-9QXTiXA4WRP-JaTcQ	-115.045395	36.063118	"Pizza"
2oHqiK6IrlIGc_M-i114sw	-115.162766	36.238926	"Mexican"
2okugXUsb5dJ2nDAdtNjKA	-115.272705	36.144665	"Japanese"
2Ouo2D7E5Yz8OG7xB--yug	-115.046227	36.066284	"Barbeque"
2pUJ5kwZRZNHDrrHTBrWMw	-115.277832	36.129742	"Korean"
2QB0rK7bjym4kHT0YxyXjw	-115.172737	36.114239	"Sandwiches"
2QM258ooYpYecyt7tTwOMA	-115.242722	36.216034	"Mexican"
2QtowmXBL6-4KMpfavljbw	-115.169228	36.102325	"Salad"
2R2Tgc03XuwT96I3KAcUkg	-115.307587	36.114555	"Delis"
2RJMudQIFknBCxwwwMec4Q	-114.994186	36.036175	"Fast Food"
2sbdNj3oZEmJ61CmaQcGCQ	-115.099228	36.034164	"Pizza"
2sn5BECdlYxqQlw1VODDoA	-115.225014	36.127289	"Chinese"
2sWval6Zz4qugjLUQc5I5Q	-115.061142	36.169224	"Thai"
2UTK4DGVGfld0KjcjQK9Rg	-114.953903	36.065708	"Chinese"
2uzS4XkBJdHhEkc6n2B8xg	-115.138023	36.089493	"Burgers"
2VGVKzQp0J2vHCICzQnuUQ	-115.117554	36.073177	"Pizza"
2vQoWGEcSSBIJtUiGRKi5g	-115.088341	36.071411	"Sushi Bars"
2w3N8Dv0qr0mqwfV1_ARbQ	-115.244255	36.100693	"Persian\/Iranian"
2WpbnxaRw2RitZiMj1PStg	-115.285591	36.167191	"Salad"
2X79qKO11V2ALh32WtOIxA	-115.1278	36.100681	"Korean"
2XmS09dl3GT_WknqS9hTVA	-115.207542	36.126827	"Chinese"
2xo91erKN-n7bDJcHLrmwQ	-115.208771	36.165287	"Breakfast & Brunch"
2XQzbeFSKuhOiJujH01o-g	-115.180496	36.217976	"American (New)"
2XXwiASSS6685OhWWnIt_A	-115.242882	36.219112	"Thai"
2Y6zErXWajSN7vaJaPHcEw	-115.316017	36.291615	"Pizza"
3-nZku9T-trCsNpF6AsjgA	-115.173035	36.16111	"Sandwiches"
30D7YdANEhqrR5u5UCeg5g	-115.296532	36.102016	"Pizza"
32f43CI5i1oCleGZG5kQFA	-115.14637	36.124424	"Mexican"
33Am9frs0Bt48Zlwk1uVHQ	-115.244804	36.171329	"Pizza"
33aOj9haiHsULCUmFOZ7uQ	-115.218712	36.125759	"Vietnamese"
34JQEZg9DgTpzZ8tnAw_CQ	-115.043694	36.063515	"American (New)"
39LBSx2xXIWy1PzSmX0gVg	-115.279381	36.053368	"Mexican"
3AlN2XZ0I0F8650y2yjLWA	-115.165916	36.127518	"Steakhouses"
3AMFoTdFm7j2bocSpm7Xxw	-115.206802	35.995289	"Spanish"
3aOBodth4gjrWeOdQhrV2g	-115.061707	36.192963	"Seafood"
3ax5VsgwzNRAjrWcozCPBw	-115.255165	36.066303	"Sandwiches"
3AZJlGRcOfVH43pJuA29yw	-115.04686	36.063282	"Sandwiches"
3bwxfBvKABepxYWGz3pHXA	-115.046227	36.158062	"Chinese"
3cSnc2Ts0GckC9QRvlQbKA	-115.192879	36.116356	"Chinese"
3cyVxljslfDFLUGw1aLnlQ	-115.133476	36.158852	"Pizza"
3DHwRjWomOtnxM1v6-bPEQ	-115.242439	36.126717	"Japanese"
3dQqoz-yHhOfHrIBMRCD3w	-115.154022	36.260384	"Vietnamese"
3DUemE_hdk-TwbVj1zlckg	-115.277039	36.174423	"Burgers"
3eERfPI8Ak8383vb5x4Gow	-115.286453	36.159565	"American (Traditional)"
3fA43apyr5i8PAm0Az04hQ	-115.286766	36.282753	"Chicken Wings"
3FhOLs1Sxc89loLnIAQl1g	-115.120575	36.01096	"Mexican"
3fV9sL5LklD9ZSeONKmjkw	-115.173683	36.123161	"Burgers"
3GnkK4g6XHL2BbIQ7LhfAQ	-115.279861	36.300026	"Chinese"
3gxFy26l-1_s30Itk0OAYA	-115.333221	36.161266	"Pizza"
3HKp4duvN8lug3ydLHdP6g	-115.190491	35.982929	"Pizza"
3Igoz7noWksymLqoMWuzRg	-115.116074	36.218006	"Burgers"
3JTVc83KpA37yhrkwHzlvQ	-115.241333	36.055412	"Soul Food"
3kO4E-C1V_rKQ5Uq16_BPA	-115.041229	36.056065	"Delis"
3kRp-G1crI2wXeUvisz4sg	-115.116608	36.041828	"Pizza"
3MI0TP2_POpgSXPHhFGOFA	-115.140289	36.171158	"American (Traditional)"
3MIy-ca6QVtKWXNzerQxWw	-115.257126	36.196022	"Italian"
3MmHmJXr8Ltk_Z5EGE4KUw	-115.168411	36.12458	"Steakhouses"
3Nt3CA4IDxt0SeQO24gb-Q	-115.246155	36.274384	"Steakhouses"
3o3phFSx6S29S-CHh-z4tw	-114.964867	36.025841	"Mexican"
3o54cyB3_rlcI1_7DaHFVA	-115.117126	36.260342	"Mexican"
3o6Jr6gjh_IulczcWdt_Aw	-115.17556	36.098907	"Breakfast & Brunch"
3OB5gQqibKGTzx9R1w7wKQ	-115.181366	36.077526	"American (Traditional)"
3ojGEFVvMY2WYk_xhmRjHw	-115.14637	36.124424	"Pizza"
3Onaz69D-ygoTsWROE1u3Q	-115.279762	36.129021	"Mexican"
3OPWaOkumRzSdWGsbMgrEA	-115.164574	36.147957	"Pizza"
3pf6imGDSCdhsV8Nx4-d8Q	-115.168526	35.964779	"Steakhouses"
3Qex2o9pbVndRFD96qZk7A	-115.191483	36.204647	"Mexican"
3Qjj3XefhTy2o_1aKpS3ng	-115.138596	36.16909	"Steakhouses"
3r3Nt3ih6RSjtjgcIJXqwQ	-115.153008	36.013088	"Japanese"
3RKhnCtiN6jfaSbJU-9kmA	-115.207909	36.276909	"Chinese"
3rNsz7qxJTyyQPGUYGDmsg	-115.307312	36.086033	"Pizza"
3safQgB8DKQfuVw1OKsFtA	-115.251556	36.159271	"Hot Dogs"
3SrWEUCWNy4lDq7ElWmtwA	-115.278458	36.134956	"Mediterranean"
3T-kSwIj0e6uRAArp8khxg	-115.137184	36.12537	"Hot Dogs"
3T-tuQOo7r0GApFc4sBV-A	-115.225471	36.14299	"Japanese"
3TBKPNI-oNbGnC2VB27-qg	-115.173218	36.177517	"Barbeque"
3tiST9R0JRLbi4hw4RUBjA	-115.259659	36.189171	"Fast Food"
3trWuWYn8gv3bieAXrBToQ	-115.242775	36.062798	"Chinese"
3UdZcZn_DGPtjk5GSZtLNg	-115.201195	36.115395	"Italian"
3ULJQrfcz81fYgBomNHV8Q	-115.224564	36.128075	"Mediterranean"
3Ull4jO_x_rAxUujkbiq4Q	-115.27961	36.115013	"Sandwiches"
3vUKmOsGepPY64Du5oHo-A	-115.283096	36.198814	"Mexican"
3W3e6nbSxePT4ctJGkljZQ	-115.118607	36.016216	"American (Traditional)"
3W59npo0X8utnGYLxl8GvA	-115.24247	36.142941	"Mediterranean"
3w5gd4EuSc75UKYMJiNUPA	-115.176414	36.092564	"Seafood"
3Wg1LVOommgixgqwk-gn8w	-115.259232	36.190739	"Pizza"
3wtRs_Ou0wingfANRnHBIA	-115.114853	36.157867	"American (New)"
3wuzMFwVbbLCffN3gpikOQ	-115.175545	36.096462	"Chicken Wings"
3YLo7L0_1_Hy9SIuDrDceg	-115.212547	36.158939	"Mediterranean"
3yn4Icj9ClAO1c3bcmG1_A	-115.207405	36.129993	"Vietnamese"
3yngAIX96guuZeZ3wbpGdQ	-115.160889	36.165695	"Mexican"
3zhQAE8jB3PAgDoL1FjNfw	-115.211197	36.125587	"Dim Sum"
3zLH5IoCW_hpupUnru_dCA	-114.9702	36.029938	"Fast Food"
3ZVFdP5Xp9JZAKQkT98kDQ	-115.225624	36.12513	"Fast Food"
3_daLjiWHmTYr1PTtBFbrg	-115.291412	36.160778	"Sushi Bars"
3_H-sx_fq0hJJ8S2W02frA	-115.15036	36.019791	"Chinese"
3_Imz6IarFowUFjQOoibrg	-115.037834	36.055851	"American (Traditional)"
4-slSznLESvFNAw6xUQQWA	-115.030632	36.030109	"Pizza"
40axkHtNTmROdIMQJ_gOsw	-115.206276	36.116764	"Chinese"
40sr9NKRHykb6a0oWP02ug	-115.265518	36.26313	"American (New)"
